instance_id	batch_id	cmap_name	INN1	concentration (M)	duration (h)	cell2	array3	perturbation_scan_id	vehicle_scan_id4	scanner	vehicle	vendor	catalog_number	catalog_name
3530	677	Prestwick-1082		0.000012	6	MCF7	HT_HG-U133A	5500024028849050407172.C03	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	1082	(-)-Eseroline fumarate salt [104015-29-4]
3531	677	cyclic adenosine monophosphate		0.0000122	6	MCF7	HT_HG-U133A	5500024028849050407172.C04	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	1092	(-)-Adenosine 3',5'-cyclic monophosphate [60-92-4]
3532	677	loracarbef	INN	0.0000108	6	MCF7	HT_HG-U133A	5500024028849050407172.C05	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	1102	Loracarbef [121961-22-6]
3533	677	procarbazine	INN	0.0000156	6	MCF7	HT_HG-U133A	5500024028849050407172.C06	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	1112	Procarbazine hydrochloride [366-70-1]
3534	677	penbutolol	INN	0.0000058	6	MCF7	HT_HG-U133A	5500024028849050407172.B01	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	1043	Penbutolol sulfate [38363-32-5]
3535	677	pivmecillinam	INN	0.0000084	6	MCF7	HT_HG-U133A	5500024028849050407172.B02	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	1053	Pivmecillinam hydrochloride [32887-03-9]
3536	677	naftifine	INN	0.0000124	6	MCF7	HT_HG-U133A	5500024028849050407172.B03	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	1063	Naftifine hydrochloride [65473-14-5]
3537	677	bethanechol		0.0000204	6	MCF7	HT_HG-U133A	5500024028849050407172.B04	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	1073	Bethanechol chloride [590-63-6]
3538	677	Prestwick-1083		0.0000088	6	MCF7	HT_HG-U133A	5500024028849050407172.B06	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	1083	Condelphine [7633-69-4]
3539	677	quinpirole	INN	0.0000156	6	MCF7	HT_HG-U133A	5500024028849050407172.A01	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	1093	(-)-Quinpirole hydrochloride [85760-74-3]
3540	677	Prestwick-1103		0.0000196	6	MCF7	HT_HG-U133A	5500024028849050407172.A02	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	1103	Quinic acid [86-68-0]
3541	677	viomycin	INN	0.0000052	6	MCF7	HT_HG-U133A	5500024028849050407172.A03	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	1113	Viomycin sulfate [37883-00-4]
3542	677	prednicarbate	INN	0.0000082	6	MCF7	HT_HG-U133A	5500024028849050407172.A04	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	1044	Prednicarbate [73771-04-7]
3543	677	levopropoxyphene	INN	0.0000074	6	MCF7	HT_HG-U133A	5500024028849050407172.A05	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	1054	Levopropoxyphene napsylate [5714-90-9]
3544	678	meprylcaine	INN	0.0000148	6	MCF7	HT_HG-U133A	5500024028849050407172.H08	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1064	Meprylcaine hydrochloride [956-03-6]
3545	678	cyproterone	INN	0.0000096	6	MCF7	HT_HG-U133A	5500024028849050407172.H09	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1074	Cyproterone acetate [427-51-0]
3546	678	Prestwick-1084		0.0000162	6	MCF7	HT_HG-U133A	5500024028849050407172.H10	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1084	Leucomisine [17946-87-1]
3547	678	sulfadoxine	INN	0.0000128	6	MCF7	HT_HG-U133A	5500024028849050407172.H11	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1094	Sulfadoxine [2447-57-6]
3548	678	natamycin	INN	0.000006	6	MCF7	HT_HG-U133A	5500024028849050407172.H12	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1104	Natamycin [7681-93-8]
3549	678	saquinavir	INN	0.0000052	6	MCF7	HT_HG-U133A	5500024028849050407172.G07	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1114	Saquinavir mesylate [149845-06-7]
3550	678	sertaconazole	INN	0.000008	6	MCF7	HT_HG-U133A	5500024028849050407172.G09	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1045	Sertaconazole nitrate [99592-39-9]
3551	678	piperidolate	INN	0.0000112	6	MCF7	HT_HG-U133A	5500024028849050407172.G10	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1055	Piperidolate hydrochloride [129-77-1]
3552	678	milrinone	INN	0.000019	6	MCF7	HT_HG-U133A	5500024028849050407172.G11	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1065	Milrinone [78415-72-2]
3553	678	dexpropranolol	INN	0.0000136	6	MCF7	HT_HG-U133A	5500024028849050407172.G12	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1075	(R)-Propranolol hydrochloride [13071-11-9]
3554	678	Prestwick-1085		0.0000146	6	MCF7	HT_HG-U133A	5500024028849050407172.F07	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1085	Dubinidine [22964-77-8]
3555	678	cyclopentolate	INN	0.0000122	6	MCF7	HT_HG-U133A	5500024028849050407172.F08	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1095	Cyclopentolate hydrochloride [5870-29-1]
3556	678	verteporfin	INN	0.0000028	6	MCF7	HT_HG-U133A	5500024028849050407172.F09	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1105	Verteporfin [129497-78-5]
3557	678	ronidazole	INN	0.00002	6	MCF7	HT_HG-U133A	5500024028849050407172.F10	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1115	Ronidazole [7681-76-7]
3558	678	repaglinide	INN	0.0000088	6	MCF7	HT_HG-U133A	5500024028849050407172.F11	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1046	Repaglinide [135062-02-1]
3559	678	trifluridine	INN	0.0000136	6	MCF7	HT_HG-U133A	5500024028849050407172.F12	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1056	Trifluridine [70-00-8]
3560	678	methanthelinium bromide	INN	0.0000096	6	MCF7	HT_HG-U133A	'5500024028849050407172.E07	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1066	Methantheline bromide [53-46-3]
3561	678	ciprofibrate	INN	0.0000138	6	MCF7	HT_HG-U133A	'5500024028849050407172.E08	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1076	Ciprofibrate [52214-84-3]
3562	678	cycloserine	INN	0.0000392	6	MCF7	HT_HG-U133A	'5500024028849050407172.E10	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1086	D-cycloserine [68-41-7]
3563	678	estriol		0.0000138	6	MCF7	HT_HG-U133A	'5500024028849050407172.E11	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1096	Estriol [50-27-1]
3564	678	meropenem	INN	0.0000104	6	MCF7	HT_HG-U133A	'5500024028849050407172.E12	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1106	Meropenem [96036-03-2]
3565	678	dorzolamide	INN	0.000011	6	MCF7	HT_HG-U133A	5500024028849050407172.D07	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1116	Dorzolamide hydrochloride [130693-82-2]
3566	678	trichostatin A		0.0000001	6	MCF7	HT_HG-U133A	5500024028849050407172.D08	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Sigma-Aldrich	T8552	Trichostatin A, from Streptomyces sp.
3567	678	piretanide	INN	0.000011	6	MCF7	HT_HG-U133A	5500024028849050407172.D09	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1047	Piretanide [55837-27-9]
3568	678	oxprenolol	INN	0.0000132	6	MCF7	HT_HG-U133A	5500024028849050407172.D11	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1057	Oxprenolol hydrochloride [6452-73-9]
3569	678	tropine		0.0000284	6	MCF7	HT_HG-U133A	5500024028849050407172.C07	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1077	Tropine [120-29-6]
3570	678	chloropyrazine		0.000035	6	MCF7	HT_HG-U133A	5500024028849050407172.C08	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1087	2-Chloropyrazine [14508-49-7]
3571	678	(-)-isoprenaline		0.0000162	6	MCF7	HT_HG-U133A	5500024028849050407172.C09	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1097	(-)-Isoproterenol hydrochloride [5984-95-2]
3572	678	ramipril	INN	0.0000096	6	MCF7	HT_HG-U133A	5500024028849050407172.C10	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1107	Ramipril [87333-19-5]
3573	678	azaperone	INN	0.0000122	6	MCF7	HT_HG-U133A	5500024028849050407172.C11	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1117	Azaperone [1649-18-9]
3574	678	piperacetazine	INN	0.0000098	6	MCF7	HT_HG-U133A	5500024028849050407172.C12	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1048	Piperacetazine [3819-00-9]
3575	678	ondansetron	INN	0.0000122	6	MCF7	HT_HG-U133A	5500024028849050407172.B07	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1058	Ondansetron Hydrochloride [103639-04-9]
3576	678	thiethylperazine	INN	0.000006	6	MCF7	HT_HG-U133A	5500024028849050407172.B08	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1068	Thiethylperazine malate [52239-63-1]
3577	678	benzylpenicillin	INN	0.0000112	6	MCF7	HT_HG-U133A	5500024028849050407172.B09	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1078	Benzylpenicillin sodium [69-57-8]
3578	678	oxedrine	INN	0.000024	6	MCF7	HT_HG-U133A	5500024028849050407172.B10	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1088	(+,-)-Synephrine [94-07-5]
3579	678	kaempferol		0.000014	6	MCF7	HT_HG-U133A	5500024028849050407172.B12	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1098	Kaempferol [520-18-3]
3580	678	mephenytoin	INN	0.0000184	6	MCF7	HT_HG-U133A	5500024028849050407172.A07	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1108	Mephenytoin [50-12-4]
3581	678	cefepime	INN	0.0000074	6	MCF7	HT_HG-U133A	5500024028849050407172.A08	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1118	Cefepime hydrochloride [123171-59-5]
3582	678	oxyphenbutazone	INN	0.0000124	6	MCF7	HT_HG-U133A	5500024028849050407172.A09	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1049	Oxyphenbutazone [129-20-4]
3583	678	propoxycaine	INN	0.000012	6	MCF7	HT_HG-U133A	5500024028849050407172.A10	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1059	Propoxycaine hydrochloride [550-83-4]
3584	678	mesalazine	INN	0.0000262	6	MCF7	HT_HG-U133A	5500024028849050407172.A11	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1069	Mesalamine [89-57-6]
3603	685	medrysone	INN	0.0000116	6	MCF7	HT_HG-U133A	5500024030403071907251.H08	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	743	Medrysone [2668-66-8]
3604	685	demeclocycline	INN	0.000008	6	MCF7	HT_HG-U133A	5500024030403071907251.H09	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	753	Demeclocycline hydrochloride [64-73-3]
3605	685	meclofenoxate	INN	0.0000136	6	MCF7	HT_HG-U133A	5500024030403071907251.H10	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	763	Meclofenoxate hydrochloride [3685-84-5]
3606	685	levonorgestrel	INN	0.0000128	6	MCF7	HT_HG-U133A	5500024030403071907251.H11	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	773	Norgestrel-(-)-D [797-63-7]
3608	685	cloperastine	INN	0.000011	6	MCF7	HT_HG-U133A	5500024030403071907251.G07	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	793	Cloperastine hydrochloride [14984-68-0]
3609	685	sulfamethoxypyridazine	INN	0.0000142	6	MCF7	HT_HG-U133A	5500024030403071907251.G09	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	724	Sulfamethoxypyridazine [80-35-3]
3610	685	flumetasone	INN	0.0000098	6	MCF7	HT_HG-U133A	5500024030403071907251.G10	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	734	Flumethasone [2135-17-3]
3612	685	fenoprofen	INN	0.0000072	6	MCF7	HT_HG-U133A	5500024030403071907251.G12	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	754	Fenoprofen calcium salt dihydrate [53746-45-5]
3613	685	Prestwick-664		0.0000084	6	MCF7	HT_HG-U133A	5500024030403071907251.F07	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	664	Delcorine
3614	685	Prestwick-674		0.0000144	6	MCF7	HT_HG-U133A	5500024030403071907251.F08	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	674	Graveoline [485-61-0]
3615	685	heliotrine		0.0000128	6	MCF7	HT_HG-U133A	5500024030403071907251.F09	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	684	Heliotrine [303-33-3]
3616	685	sulfamerazine	INN	0.0000152	6	MCF7	HT_HG-U133A	5500024030403071907251.F10	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	694	Sulfamerazine [127-79-7]
3617	685	bromopride	INN	0.0000116	6	MCF7	HT_HG-U133A	5500024030403071907251.F11	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	704	Bromopride [4093-35-0]
3618	685	fenbufen	INN	0.0000158	6	MCF7	HT_HG-U133A	'5500024030403071907251.E07	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	218	Fenbufen [36330-85-5]
3619	685	tropicamide	INN	0.000014	6	MCF7	HT_HG-U133A	'5500024030403071907251.E08	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	228	Tropicamide [1508-75-4]
3620	685	lomefloxacin	INN	0.0000104	6	MCF7	HT_HG-U133A	'5500024030403071907251.E10	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	238	Lomefloxacin hydrochloride [98079-52-8]
3621	685	hydralazine	INN	0.0000204	6	MCF7	HT_HG-U133A	'5500024030403071907251.E11	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	169	Hydralazine hydrochloride [304-20-1]
3622	685	phenformin	INN	0.0000166	6	MCF7	HT_HG-U133A	'5500024030403071907251.E12	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	179	Phenformin hydrochloride [834-28-6]
3623	685	6-benzylaminopurine		0.0000178	6	MCF7	HT_HG-U133A	5500024030403071907251.D07	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	189	Aminopurine, 6-benzyl [1214-39-7]
3624	685	prilocaine	INN	0.0000156	6	MCF7	HT_HG-U133A	5500024030403071907251.D08	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	199	Prilocaine hydrochloride [1786-81-8]
3625	685	metoclopramide	INN	0.0000118	6	MCF7	HT_HG-U133A	5500024030403071907251.D09	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	209	Metoclopramide monohydrochloride [7232-21-5]
3626	685	ketoprofen	INN	0.0000158	6	MCF7	HT_HG-U133A	5500024030403071907251.D11	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	219	Ketoprofen [22071-15-4]
3627	685	nefopam	INN	0.0000138	6	MCF7	HT_HG-U133A	5500024030403071907251.D12	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	229	Nefopam hydrochloride [23327-57-3]
3629	685	PNU-0230031		0.00001	6	MCF7	HT_HG-U133A	5500024030403071907251.C08	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Pfizer RTC	PNU-0230031	PNU-0230031 [267429-39-0]
3630	685	0179445-0000		0.00001	6	MCF7	HT_HG-U133A	5500024030403071907251.C09	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Pfizer RTC	0179445-0000	0179445-0000 [211246-22-9]
3632	685	PNU-0230031		0.000001	6	MCF7	HT_HG-U133A	5500024030403071907251.C11	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Pfizer RTC	PNU-0230031	PNU-0230031 [267429-39-0]
3633	685	0179445-0000		0.000001	6	MCF7	HT_HG-U133A	5500024030403071907251.C12	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Pfizer RTC	0179445-0000	0179445-0000 [211246-22-9]
3634	685	myosmine		0.0000274	6	MCF7	HT_HG-U133A	5500024030403071907251.B07	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	647	Myosmine [532-12-7]
3635	685	benzamil		0.0000112	6	MCF7	HT_HG-U133A	5500024030403071907251.B08	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	657	Benzamil hydrochloride [2898-76-2]
3636	685	foliosidine		0.000013	6	MCF7	HT_HG-U133A	5500024030403071907251.B09	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	667	Foliosidine [2520-38-9]
3637	685	gossypol		0.0000078	6	MCF7	HT_HG-U133A	5500024030403071907251.B10	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	677	Gossypol [303-45-7]
3638	685	karakoline		0.0000106	6	MCF7	HT_HG-U133A	5500024030403071907251.B12	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	687	Karakoline [39089-30-0]
3639	685	etiocholanolone		0.0000138	6	MCF7	HT_HG-U133A	5500024030403071907251.A07	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	697	3-alpha-Hydroxy-5-beta-androstan-17-one [53-42-9]
3640	685	diphenylpyraline	INN	0.0000126	6	MCF7	HT_HG-U133A	5500024030403071907251.A08	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	707	Diphenylpyraline hydrochloride [132-18-3]
3641	685	finasteride	INN	0.0000108	6	MCF7	HT_HG-U133A	5500024030403071907251.A09	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	717	Finasteride [98319-26-7]
3642	685	betonicine		0.0000252	6	MCF7	HT_HG-U133A	5500024030403071907251.A10	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	648	Betonicine [515-25-3]
3643	685	trichostatin A		0.0000001	6	MCF7	HT_HG-U133A	5500024030403071907251.A11	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Sigma-Aldrich	T8552	Trichostatin A, from Streptomyces sp.
3663	680	tiapride	INN	0.000011	6	PC3	HT_HG-U133A	5500024030700072107986.H02	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	216	Tiapride hydrochloride [51012-33-0]
3664	680	griseofulvin	INN	0.0000112	6	PC3	HT_HG-U133A	5500024030700072107986.H03	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	226	Griseofulvin [126-07-8]
3665	680	dilazep	INN	0.000006	6	PC3	HT_HG-U133A	5500024030700072107986.H04	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	236	Dilazep dihydrochloride [20153-98-4]
3666	680	riluzole	INN	0.0000148	6	PC3	HT_HG-U133A	5500024030700072107986.H05	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	167	Riluzole hydrochloride
3667	680	sulfamethoxazole	INN	0.0000158	6	PC3	HT_HG-U133A	5500024030700072107986.H06	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	177	Sulfamethoxazole [723-46-6]
3668	680	nalidixic acid	INN	0.0000146	6	PC3	HT_HG-U133A	5500024030700072107986.G01	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	187	Nalidixic acid sodium salt hydrate
3669	680	metaraminol	INN	0.0000086	6	PC3	HT_HG-U133A	5500024030700072107986.G03	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	197	Metaraminol bitartrate [33402-03-8]
3670	680	kawain		0.0000174	6	PC3	HT_HG-U133A	5500024030700072107986.G04	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	207	Kawain [500-64-1]
3671	680	mebendazole	INN	0.0000136	6	PC3	HT_HG-U133A	5500024030700072107986.G05	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	217	Mebendazole [31431-39-7]
3672	680	clemizole	INN	0.000011	6	PC3	HT_HG-U133A	5500024030700072107986.G06	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	227	Clemizole hydrochloride [1163-36-6]
3673	680	ofloxacin	INN	0.000011	6	PC3	HT_HG-U133A	5500024030700072107986.F01	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	237	Ofloxacin [82419-36-1]
3674	680	nitrofurantoin	INN	0.0000168	6	PC3	HT_HG-U133A	5500024030700072107986.F02	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	168	Nitrofurantoin [67-20-9]
3675	680	mephenesin	INN	0.000022	6	PC3	HT_HG-U133A	5500024030700072107986.F03	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	178	Mephenesin [59-47-2]
3676	680	pentolonium	INN	0.0000074	6	PC3	HT_HG-U133A	5500024030700072107986.F04	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	188	Pentolinium bitartrate [52-62-0]
3677	680	salbutamol	INN	0.0000168	6	PC3	HT_HG-U133A	5500024030700072107986.F05	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	198	Salbutamol [18559-94-9]
3678	680	trimethoprim	INN	0.0000138	6	PC3	HT_HG-U133A	5500024030700072107986.F06	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	208	Trimethoprim [738-70-5]
3679	680	fludroxycortide	INN	0.0000092	6	PC3	HT_HG-U133A	'5500024030700072107986.E01	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	645	Flurandrenolide [1524-88-5]
3680	680	halcinonide	INN	0.0000088	6	PC3	HT_HG-U133A	'5500024030700072107986.E02	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	655	Halcinonide [3093-35-4]
3681	680	Prestwick-665		0.0000116	6	PC3	HT_HG-U133A	'5500024030700072107986.E04	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	665	Evoxine [522-11-2]
3682	680	Prestwick-675		0.00001	6	PC3	HT_HG-U133A	'5500024030700072107986.E05	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	675	Hippeastrine hydrobromide [22352-41-6]
3683	680	Prestwick-685		0.0000106	6	PC3	HT_HG-U133A	'5500024030700072107986.E06	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	685	Nitrarine dihydrochloride [20069-05-0]
3684	680	isocarboxazid	INN	0.0000172	6	PC3	HT_HG-U133A	5500024030700072107986.D01	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	795	Isocarboxazid [59-63-2]
3685	680	mephentermine	INN	0.0000094	6	PC3	HT_HG-U133A	5500024030700072107986.D02	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	726	Mephentermine hemisulfate [1212-72-2]
3686	680	cefazolin	INN	0.0000084	6	PC3	HT_HG-U133A	5500024030700072107986.D03	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	736	Cefazolin sodium salt [27164-46-1]
3687	680	glycopyrronium bromide	INN	0.00001	6	PC3	HT_HG-U133A	5500024030700072107986.D05	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	746	Glycopyrrolate [596-51-0]
3688	680	trichostatin A		0.0000001	6	PC3	HT_HG-U133A	5500024030700072107986.D06	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Sigma-Aldrich	T8552	Trichostatin A, from Streptomyces sp.
3689	680	PNU-0251126		0.00001	6	PC3	HT_HG-U133A	5500024030700072107986.C01	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Pfizer RTC	PNU-0251126	PNU-0251126 [267429-19-6]
3690	680	0173570-0000		0.00001	6	PC3	HT_HG-U133A	5500024030700072107986.C02	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Pfizer RTC	0173570-0000	0173570-0000 [211245-44-2]
3691	680	0175029-0000		0.00001	6	PC3	HT_HG-U133A	5500024030700072107986.C03	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Pfizer RTC	0175029-0000	0175029-0000 [211245-78-2]
3692	680	PNU-0251126		0.000001	6	PC3	HT_HG-U133A	5500024030700072107986.C04	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Pfizer RTC	PNU-0251126	PNU-0251126 [267429-19-6]
